,Comment1,rank
969,specific eg contrast administration,0.40824829046386296
928,separation line import statements,0.40824829046386296
610,module export import index,0.40824829046386296
8,add details examcard imaging,0.40824829046386296
636,need another resources validation,0.40824829046386296
372,file inside module export,0.40824829046386296
1177,warning message dicom data,0.40824829046386296
562,logical separation line import,0.40824829046386296
314,either use matches prescription,0.40824829046386296
865,resources validation succeeded warnings,0.40824829046386296
26,almost relevant contextsensitive launch,0.40824829046386296
874,review imageplanuilib revision identifier,0.40824829046386296
211,convention avoid capital letters,0.40824829046386296
516,kept removed almost relevant,0.40824829046386296
461,identifier xxxx review iso,0.40824829046386296
843,removed almost relevant contextsensitive,0.40824829046386296
513,keep index file inside,0.40824829046386296
269,details examcard imaging protocol,0.40824829046386296
268,designhttpsphilipsdesigninvisionappcomdmain consolepreview please check,0.40824829046386296
511,justification specific eg contrast,0.40824829046386296
845,renamed inuitnmstaginglabelt per naming,0.40824829046386296
471,imageplanuilib revision identifier xxxx,0.40824829046386296
472,imaging protocol used scanning,0.40824829046386296
475,imports still need logical,0.40824829046386296
313,eg contrast administration despite,0.40824829046386296
504,issues comparing invision designhttpsphilipsdesigninvisionappcomdmain,0.40824829046386296
478,index file inside module,0.40824829046386296
1042,texts pinnacle kept removed,0.40824829046386296
1044,thank pr link hope,0.40824829046386296
641,need logical separation line,0.40824829046386296
229,could please help recalling,0.40824829046386296
499,invision designhttpsphilipsdesigninvisionappcomdmain consolepreview please,0.40824829046386296
863,resolved approving side well,0.40824829046386296
498,inuitnmstaginglabelt per naming convention,0.40824829046386296
233,could renamed inuitnmstaginglabelt per,0.40824829046386296
489,inside module export import,0.40824829046386296
245,custom imports still need,0.40824829046386296
715,passes warning need another,0.40824829046386296
840,relevant contextsensitive launch scenarios,0.40824829046386296
208,contrast administration despite allergy,0.40824829046386296
876,review still though approve,0.40824829046386296
447,hope complete prs together,0.40824829046386296
494,intended used justification specific,0.40824829046386296
800,protocol used scanning patient,0.40824829046386296
804,prs together since interdependent,0.40824829046386296
163,code review imageplanuilib revision,0.40824829046386296
51,appending empty string end,0.40824829046386296
440,help recalling purpose appending,0.40824829046386296
1124,use matches prescription matches,0.40824829046386296
813,purpose appending empty string,0.40824829046386296
881,revision identifier xxxx review,0.40824829046386296
736,pinnacle kept removed almost,0.40824829046386296
44,another resources validation succeeded,0.40824829046386296
547,link hope complete prs,0.40824829046386296
825,really want one generic,0.40824829046386296
1232,xxxx review iso timestamp,0.40824829046386296
48,apis far aware code,0.40824829046386296
180,comparing invision designhttpsphilipsdesigninvisionappcomdmain consolepreview,0.40824829046386296
181,complete prs together since,0.40824829046386296
1108,unicorn needs review still,0.40824829046386296
688,okay marking resolved approving,0.40824829046386296
725,per naming convention avoid,0.40824829046386296
829,recalling purpose appending empty,0.40824829046386296
383,fine unicorn needs review,0.40824829046386296
423,good suggest change gynecology,0.4081613369293177
114,change gynecology specialty doctor,0.4081613369293177
992,suggest change gynecology specialty,0.4081613369293177
435,gynecology specialty doctor referring,0.4081613369293177
493,intellispace radiation oncology acceptable,0.3815378335149855
820,radiation oncology acceptable matches,0.3815378335149855
692,oncology acceptable matches prescription,0.3815378335149855
854,requesting check prescription intellispace,0.3815378335149855
0,acceptable matches prescription ois,0.3815378335149855
139,check prescription intellispace radiation,0.3815378335149855
698,opinion defined ptumourlocation tattoos,0.3779644730092272
469,image set selected used,0.3779644730092272
870,reused opinion defined ptumourlocation,0.3779644730092272
155,code code please add,0.3779644730092272
787,primary image set selected,0.3779644730092272
273,dicom dataset datetime dataset,0.3779644730092272
1134,used multiple places ok,0.3779644730092272
133,check correct primary image,0.3779644730092272
580,may get rid statement,0.3779644730092272
581,may latest dicom dataset,0.3779644730092272
1014,tattoos text anywhere visible,0.3779644730092272
297,donald gleason name thus,0.3779644730092272
445,history popup function correctly,0.3779644730092272
766,popup function correctly code,0.3779644730092272
762,please use task page,0.3779644730092272
1007,takes name donald gleason,0.3779644730092272
613,mold us english mould,0.3779644730092272
614,mould uk nigel would,0.3779644730092272
1003,system takes name donald,0.3779644730092272
624,multiple places ok use,0.3779644730092272
1025,text anywhere visible history,0.3779644730092272
162,code please add story,0.3779644730092272
627,name donald gleason name,0.3779644730092272
1125,use task page instead,0.3779644730092272
227,could improved may latest,0.3779644730092272
850,requesting check correct primary,0.3779644730092272
217,correct primary image set,0.3779644730092272
192,confirming patient setup date,0.3779644730092272
526,label text toggle confirming,0.3779644730092272
1060,toggle confirming patient setup,0.3779644730092272
531,latest dicom dataset datetime,0.3779644730092272
491,instead activity page user,0.3779644730092272
1095,ui parameter used multiple,0.3779644730092272
534,letters may get rid,0.3779644730092272
1103,uk nigel would able,0.3779644730092272
1120,us english mould uk,0.3779644730092272
1123,use hyphen context sensitive,0.3779644730092272
1048,think mold us english,0.3779644730092272
257,date treatment would better,0.3779644730092272
260,defined ptumourlocation tattoos text,0.3779644730092272
476,improved may latest dicom,0.3779644730092272
1036,text toggle confirming patient,0.3779644730092272
809,ptumourlocation tattoos text anywhere,0.3779644730092272
1160,variable name start small,0.3779644730092272
1011,task page instead activity,0.3779644730092272
223,correctly code code please,0.3779644730092272
919,selected used contouring planning,0.3779644730092272
416,gleason scoring system takes,0.3779644730092272
723,patient setup date treatment,0.3779644730092272
710,parameter used multiple places,0.3779644730092272
415,gleason name thus capital,0.3779644730092272
646,needed history popup function,0.3779644730092272
413,get rid statement import,0.3779644730092272
410,generic perhaps could improved,0.3779644730092272
687,ok use hyphen context,0.3779644730092272
727,perhaps could improved may,0.3779644730092272
45,anywhere visible history dialog,0.3779644730092272
629,name start small letters,0.3779644730092272
973,start small letters may,0.3779644730092272
959,small letters may get,0.3779644730092272
666,nigel would able confirm,0.3779644730092272
746,places ok use hyphen,0.3779644730092272
401,function correctly code code,0.3779644730092272
906,scoring system takes name,0.3779644730092272
330,english mould uk nigel,0.3779644730092272
3,activity page user facing,0.3779644730092272
704,page instead activity page,0.3779644730092272
931,setup date treatment would,0.3779644730092272
930,set selected used contouring,0.3779644730092272
707,page user facing terminology,0.3779644730092272
709,parameter name please update,0.35355339059327373
1212,would go details filling,0.35355339059327373
671,note text fine constant,0.35355339059327373
221,corrected add new task,0.35355339059327373
676,object considered error case,0.35355339059327373
810,publishes results check generates,0.35355339059327373
6,add comment eg limited,0.35355339059327373
214,cornercase empty object considered,0.35355339059327373
200,constant name uiconstantsfallbackerrormessage good,0.35355339059327373
24,aligned error type parameter,0.35355339059327373
1086,type parameter name please,0.35355339059327373
546,link build publishes results,0.35355339059327373
542,limit guess fastest way,0.35355339059327373
522,label specifying protocol bladder,0.35355339059327373
176,comment eg limited character,0.35355339059327373
11,add limit guess fastest,0.35355339059327373
179,commit httpstfsemeataphilipscomtfstpcregionradoncgitimageplaninfraservicecommiteffebddcefeadc cornercase empty,0.35355339059327373
1092,ui infra branch later,0.35355339059327373
12,add new task backlog,0.35355339059327373
1100,uiconstantsfallbackerrormessage good occurs token,0.35355339059327373
628,name please update accordingly,0.35355339059327373
808,ptooltip directive corrected add,0.35355339059327373
1206,would better aligned error,0.35355339059327373
753,please check behavior departmental,0.35355339059327373
630,name uiconstantsfallbackerrormessage good occurs,0.35355339059327373
101,case code could please,0.35355339059327373
104,case well cant presented,0.35355339059327373
757,please provide link build,0.35355339059327373
91,build publishes results check,0.35355339059327373
87,bladder filling would go,0.35355339059327373
759,please revert changes ui,0.35355339059327373
80,better aligned error type,0.35355339059327373
118,changed imageplaninfraservice pr commit,0.35355339059327373
761,please update accordingly resolve,0.35355339059327373
1179,way add comment eg,0.35355339059327373
225,could add limit guess,0.35355339059327373
76,behavior departmental tracker well,0.35355339059327373
125,changes ui infra branch,0.35355339059327373
770,possible applying ptooltip directive,0.35355339059327373
585,mean note text fine,0.35355339059327373
773,possibly happen saw test,0.35355339059327373
776,pr commit httpstfsemeataphilipscomtfstpcregionradoncgitimageplaninfraservicecommiteffebddcefeadc cornercase,0.35355339059327373
132,check behavior departmental tracker,0.35355339059327373
137,check generates output correct,0.35355339059327373
1188,well almost close code,0.35355339059327373
1189,well cant presented mbs,0.35355339059327373
54,applying ptooltip directive corrected,0.35355339059327373
658,new task backlog time,0.35355339059327373
156,code could please check,0.35355339059327373
157,code could please revert,0.35355339059327373
1129,usecase could possibly happen,0.35355339059327373
801,provide link build publishes,0.35355339059327373
799,protocol bladder filling would,0.35355339059327373
382,fine constant name uiconstantsfallbackerrormessage,0.35355339059327373
417,go details filling levels,0.35355339059327373
899,saw test case well,0.35355339059327373
470,imageplaninfraservice pr commit httpstfsemeataphilipscomtfstpcregionradoncgitimageplaninfraservicecommiteffebddcefeadc,0.35355339059327373
1030,text fine constant name,0.35355339059327373
867,results check generates output,0.35355339059327373
337,error type parameter name,0.35355339059327373
422,good occurs token fetching,0.35355339059327373
270,details filling levels forth,0.35355339059327373
484,infra branch later required,0.35355339059327373
872,revert changes ui infra,0.35355339059327373
406,generates output correct format,0.35355339059327373
971,specifying protocol bladder filling,0.35355339059327373
316,empty object considered error,0.35355339059327373
433,guess fastest way add,0.35355339059327373
361,fastest way add comment,0.35355339059327373
1064,tracker well almost close,0.35355339059327373
264,departmental tracker well almost,0.35355339059327373
228,could please check behavior,0.35355339059327373
1010,task backlog time taking,0.35355339059327373
231,could possibly happen saw,0.35355339059327373
230,could please revert changes,0.35355339059327373
279,directive corrected add new,0.35355339059327373
437,happen saw test case,0.35355339059327373
1019,test case well cant,0.35355339059327373
380,filling would go details,0.35355339059327373
452,httpstfsemeataphilipscomtfstpcregionradoncgitimageplaninfraservicecommiteffebddcefeadc cornercase empty object,0.35355339059327373
135,check correct treatment plan,0.3333333333333333
327,end period denote end,0.3333333333333333
81,better aligned parameter text,0.3333333333333333
1151,utility bundle requirement updated,0.3333333333333333
1015,test added code code,0.3333333333333333
584,mean different things locations,0.3333333333333333
887,rt objects selected treatment,0.3333333333333333
995,suppose coming active simulation,0.3333333333333333
93,bundle requirement updated verfication,0.3333333333333333
1162,verfication test added code,0.3333333333333333
134,check correct rt objects,0.3333333333333333
752,planning system would better,0.3333333333333333
623,multiple different places ui,0.3333333333333333
1,active simulation task patient,0.3333333333333333
572,many consistency would good,0.3333333333333333
263,denote end sentence many,0.3333333333333333
574,many notes sentences end,0.3333333333333333
1004,system would better correct,0.3333333333333333
275,different places ui mean,0.3333333333333333
175,coming active simulation task,0.3333333333333333
328,end sentence many consistency,0.3333333333333333
720,patient feel message generic,0.3333333333333333
357,exported treatment planning system,0.3333333333333333
683,objects selected treatment would,0.3333333333333333
918,selected treatment would better,0.3333333333333333
924,sentence many consistency would,0.3333333333333333
363,feel message generic simulation,0.3333333333333333
949,simulation task patient feel,0.3333333333333333
205,contextsensitive though appear multiple,0.3333333333333333
1081,treatment would better aligned,0.3333333333333333
1079,treatment planning system would,0.3333333333333333
925,sentences end period denote,0.3333333333333333
852,requesting check correct treatment,0.3333333333333333
218,correct rt objects selected,0.3333333333333333
219,correct treatment plan exported,0.3333333333333333
851,requesting check correct rt,0.3333333333333333
1076,treatment plan exported treatment,0.3333333333333333
748,plan exported treatment planning,0.3333333333333333
1094,ui mean different things,0.3333333333333333
674,notes sentences end period,0.3333333333333333
824,really contextsensitive though appear,0.3333333333333333
747,places ui mean different,0.3333333333333333
1012,task patient feel message,0.3333333333333333
744,placed utility bundle requirement,0.3333333333333333
411,generic simulation task found,0.3333333333333333
657,new soup placed utility,0.3333333333333333
50,appear multiple different places,0.3333333333333333
1117,updated verfication test added,0.3333333333333333
862,requirement updated verfication test,0.3333333333333333
1051,though appear multiple different,0.3333333333333333
729,period denote end sentence,0.3333333333333333
965,soup placed utility bundle,0.3333333333333333
1207,would better aligned parameter,0.3333333333333333
595,message generic simulation task,0.3333333333333333
622,mri adding contextinsensitive confuses,0.3248359900680108
730,petct adding contextinsensitive confuses,0.3248359900680108
602,mind clear mention mri,0.3248359900680108
601,mind clear mention ct,0.3248359900680108
603,mind clear mention petct,0.3248359900680108
239,ct adding contextinsensitive confuses,0.3248359900680108
590,mention petct adding contextinsensitive,0.3248359900680108
151,clear mention petct adding,0.3248359900680108
589,mention mri adding contextinsensitive,0.3248359900680108
588,mention ct adding contextinsensitive,0.3248359900680108
150,clear mention mri adding,0.3248359900680108
149,clear mention ct adding,0.3248359900680108
1075,transloco pipe instead structural,0.31622776601683794
1186,weeks sure using duration,0.31622776601683794
739,pipe instead structural directive,0.31622776601683794
65,assumed would username andor,0.31622776601683794
1191,weve used transloco pipe,0.31622776601683794
1118,updating test set still,0.31622776601683794
19,address flickering issue please,0.31622776601683794
1187,weeks weeks sure using,0.31622776601683794
1146,username andor password entered,0.31622776601683794
1183,way philips wants message,0.31622776601683794
414,get useful goes targets,0.31622776601683794
197,consider changing time weeks,0.31622776601683794
481,informal would assumed would,0.31622776601683794
198,considered error case evalerror,0.31622776601683794
18,additions test file current,0.31622776601683794
418,goes targets sources notes,0.31622776601683794
335,error case evalerror returned,0.31622776601683794
954,since seems providing empty,0.31622776601683794
1227,would username andor password,0.31622776601683794
1128,usecase change considered error,0.31622776601683794
681,object valid usecase change,0.31622776601683794
832,recommend updating test set,0.31622776601683794
244,current version cornercases tested,0.31622776601683794
492,instead structural directive address,0.31622776601683794
490,instantiated html transloco let,0.31622776601683794
1209,would consider changing time,0.31622776601683794
533,let previously caused issue,0.31622776601683794
913,seems providing empty object,0.31622776601683794
1058,time weeks depending context,0.31622776601683794
966,sources notes fine enough,0.31622776601683794
42,andor password entered incorrect,0.31622776601683794
1218,would show file ui,0.31622776601683794
1090,ui dont get useful,0.31622776601683794
909,see structural directive instantiated,0.31622776601683794
1205,would assumed would username,0.31622776601683794
935,show file ui dont,0.31622776601683794
731,philips wants message informal,0.31622776601683794
803,providing empty object valid,0.31622776601683794
1175,wants message informal would,0.31622776601683794
1216,would recommend updating test,0.31622776601683794
1008,targets sources notes fine,0.31622776601683794
370,file current version cornercases,0.31622776601683794
280,directive instantiated html transloco,0.31622776601683794
110,caused issue terms flickering,0.31622776601683794
113,change considered error case,0.31622776601683794
1153,valid usecase change considered,0.31622776601683794
451,html transloco let previously,0.31622776601683794
129,changing time weeks depending,0.31622776601683794
1022,test file current version,0.31622776601683794
1148,using duration either would,0.31622776601683794
375,file ui dont get,0.31622776601683794
1074,transloco let previously caused,0.31622776601683794
1140,useful goes targets sources,0.31622776601683794
597,message informal would assumed,0.31622776601683794
301,dont get useful goes,0.31622776601683794
277,directive address flickering issue,0.31622776601683794
309,duration either would consider,0.31622776601683794
1137,used transloco pipe instead,0.31622776601683794
1163,version cornercases tested would,0.31622776601683794
215,cornercases tested would recommend,0.31622776601683794
389,flickering issue please check,0.31622776601683794
315,either would consider changing,0.31622776601683794
983,structural directive address flickering,0.31622776601683794
274,didnt see structural directive,0.31622776601683794
785,previously caused issue terms,0.31622776601683794
999,sure using duration either,0.31622776601683794
1023,tested would recommend updating,0.31622776601683794
428,gridbuilder weve used transloco,0.31622776601683794
319,empty object valid usecase,0.31622776601683794
984,structural directive instantiated html,0.31622776601683794
880,reviewed note also change,0.3033160041851681
1078,treatment plan reviewed note,0.3033160041851681
5,add checklist requesting check,0.3033160041851681
668,note also change check,0.3033160041851681
1202,would add checklist requesting,0.3033160041851681
145,checklist requesting check treatment,0.3033160041851681
112,change check list checklist,0.3033160041851681
750,plan reviewed note also,0.3033160041851681
144,check treatment plan reviewed,0.3033160041851681
33,also change check list,0.3033160041851681
1066,translated files back agency,0.30151134457776363
1142,user hence required initial,0.30151134457776363
717,passward text area filled,0.30151134457776363
1052,throughout file correct notes,0.30151134457776363
764,point easily merge changes,0.30151134457776363
1147,username passward text area,0.30151134457776363
884,roughly still understand think,0.30151134457776363
1158,values come backend yes,0.30151134457776363
754,please check throughout file,0.30151134457776363
1026,text area filled user,0.30151134457776363
1031,text made better think,0.30151134457776363
864,resource ids point easily,0.30151134457776363
1046,think every mouse movement,0.30151134457776363
981,still understand think text,0.30151134457776363
1050,think text made better,0.30151134457776363
818,quick note one character,0.30151134457776363
819,quite many capital letters,0.30151134457776363
1107,understand think text made,0.30151134457776363
